table,device,orientation,R1,R2,inclination_deg,effective_SC,source_pdf_page
C17,vertical_projection,East & West,,0.2,50,0.9038,47
C17,vertical_projection,East & West,,0.3,0,0.9409,47
C17,vertical_projection,East & West,,0.3,10,0.9247,47
C17,vertical_projection,East & West,,0.3,20,0.9108,47
C17,vertical_projection,East & West,,0.3,30,0.8952,47
C17,vertical_projection,East & West,,0.3,40,0.8747,47
C17,vertical_projection,East & West,,0.3,50,0.8555,47
C17,vertical_projection,East & West,,0.4,0,0.9223,47
C17,vertical_projection,East & West,,0.4,10,0.9007,47
C17,vertical_projection,East & West,,0.4,20,0.8821,47
C17,vertical_projection,East & West,,0.4,30,0.8614,47
C17,vertical_projection,East & West,,0.4,40,0.8338,47
C17,vertical_projection,East & West,,0.4,50,0.8078,47
C17,vertical_projection,East & West,,0.5,0,0.9047,47
C17,vertical_projection,East & West,,0.5,10,0.8774,47
C17,vertical_projection,East & West,,0.5,20,0.8537,47
C17,vertical_projection,East & West,,0.5,30,0.8275,47
C17,vertical_projection,East & West,,0.5,40,0.7931,47
C17,vertical_projection,East & West,,0.5,50,0.7606,47
C17,vertical_projection,East & West,,0.6,0,0.8870,47
C17,vertical_projection,East & West,,0.6,10,0.8543,47
C17,vertical_projection,East & West,,0.6,20,0.8259,47
C17,vertical_projection,East & West,,0.6,30,0.7939,47
C17,vertical_projection,East & West,,0.6,40,0.7523,47
C17,vertical_projection,East & West,,0.6,50,0.7133,47
C17,vertical_projection,East & West,,0.7,0,0.8694,47
C17,vertical_projection,East & West,,0.7,10,0.8313,47
C17,vertical_projection,East & West,,0.7,20,0.7980,47
C17,vertical_projection,East & West,,0.7,30,0.7616,47
C17,vertical_projection,East & West,,0.7,40,0.7129,47
C17,vertical_projection,East & West,,0.7,50,0.6671,47
C17,vertical_projection,East & West,,0.8,0,0.8518,47
C17,vertical_projection,East & West,,0.8,10,0.8090,47
C17,vertical_projection,East & West,,0.8,20,0.7728,47
C17,vertical_projection,East & West,,0.8,30,0.7312,47
C17,vertical_projection,East & West,,0.8,40,0.6753,47
C17,vertical_projection,East & West,,0.8,50,0.6227,47
C17,vertical_projection,East & West,,0.9,0,0.8348,47
C17,vertical_projection,East & West,,0.9,10,0.7884,47
C17,vertical_projection,East & West,,0.9,20,0.7476,47
C17,vertical_projection,East & West,,0.9,30,0.7014,47
C17,vertical_projection,East & West,,0.9,40,0.6406,47
C17,vertical_projection,East & West,,0.9,50,0.5823,47
C17,vertical_projection,East & West,,1.0,0,0.8193,47
C17,vertical_projection,East & West,,1.0,10,0.7678,47
C17,vertical_projection,East & West,,1.0,20,0.7233,47
C17,vertical_projection,East & West,,1.0,30,0.6747,47
C17,vertical_projection,East & West,,1.0,40,0.6098,47
C17,vertical_projection,East & West,,1.0,50,0.5493,47
C17,vertical_projection,East & West,,1.1,0,0.8057,47
C17,vertical_projection,East & West,,1.1,10,0.7471,47
C17,vertical_projection,East & West,,1.1,20,0.7015,47
C17,vertical_projection,East & West,,1.1,30,0.6511,47
C17,vertical_projection,East & West,,1.1,40,0.5850,47
C17,vertical_projection,East & West,,1.1,50,0.5184,47
C17,vertical_projection,East & West,,1.2,0,0.7921,47
C17,vertical_projection,East & West,,1.2,10,0.7287,47
C17,vertical_projection,East & West,,1.2,20,0.6810,47
C17,vertical_projection,East & West,,1.2,30,0.6320,47
C17,vertical_projection,East & West,,1.2,40,0.5605,47
C17,vertical_projection,East & West,,1.2,50,0.4880,47
C17,vertical_projection,East & West,,1.3,0,0.7785,47
C17,vertical_projection,East & West,,1.3,10,0.7120,47
C17,vertical_projection,East & West,,1.3,20,0.6631,47
C17,vertical_projection,East & West,,1.3,30,0.6135,47
C17,vertical_projection,East & West,,1.3,40,0.5361,47
C17,vertical_projection,East & West,,1.3,50,0.4633,47
C17,vertical_projection,East & West,,1.4,0,0.7654,47
C17,vertical_projection,East & West,,1.4,10,0.6960,47
C17,vertical_projection,East & West,,1.4,20,0.6482,47
C17,vertical_projection,East & West,,1.4,30,0.5949,47
C17,vertical_projection,East & West,,1.4,40,0.5120,47
C17,vertical_projection,East & West,,1.4,50,0.4577,47
C17,vertical_projection,East & West,,1.5,0,0.7541,47
C17,vertical_projection,East & West,,1.5,10,0.6826,47
C17,vertical_projection,East & West,,1.5,20,0.6334,47
C17,vertical_projection,East & West,,1.5,30,0.5764,47
C17,vertical_projection,East & West,,1.5,40,0.4899,47
C17,vertical_projection,East & West,,1.5,50,0.4526,47
C17,vertical_projection,East & West,,1.6,0,0.7441,47
C17,vertical_projection,East & West,,1.6,10,0.6696,47
C17,vertical_projection,East & West,,1.6,20,0.6187,47
C17,vertical_projection,East & West,,1.6,30,0.5579,47
C17,vertical_projection,East & West,,1.6,40,0.4820,47
C17,vertical_projection,East & West,,1.6,50,0.4474,47
C17,vertical_projection,East & West,,1.7,0,0.7349,47
C17,vertical_projection,East & West,,1.7,10,0.6589,47
C17,vertical_projection,East & West,,1.7,20,0.6042,47
C17,vertical_projection,East & West,,1.7,30,0.5397,47
C17,vertical_projection,East & West,,1.7,40,0.4790,47
C17,vertical_projection,East & West,,1.7,50,0.4422,47
C17,vertical_projection,East & West,,1.8,0,0.7257,47
C17,vertical_projection,East & West,,1.8,10,0.6485,47
C17,vertical_projection,East & West,,1.8,20,0.5906,47
C17,vertical_projection,East & West,,1.8,30,0.5220,47
C17,vertical_projection,East & West,,1.8,40,0.4760,47
C17,vertical_projection,East & West,,1.8,50,0.4371,47
C17,vertical_projection,East & West,,1.9,0,0.7185,47
C17,vertical_projection,East & West,,1.9,10,0.6381,47
C17,vertical_projection,East & West,,1.9,20,0.5770,47
C17,vertical_projection,East & West,,1.9,30,0.5065,47
C17,vertical_projection,East & West,,1.9,40,0.4730,47
C17,vertical_projection,East & West,,1.9,50,0.4319,47
C17,vertical_projection,East & West,,2.0,0,0.7122,47
C17,vertical_projection,East & West,,2.0,10,0.6276,47
C17,vertical_projection,East & West,,2.0,20,0.5634,47
C17,vertical_projection,East & West,,2.0,30,0.4982,47
C17,vertical_projection,East & West,,2.0,40,0.4700,47
C17,vertical_projection,East & West,,2.0,50,0.4268,47
C17,vertical_projection,East & West,,2.1,0,0.7070,47
C17,vertical_projection,East & West,,2.1,10,0.6172,47
C17,vertical_projection,East & West,,2.1,20,0.5497,47
C17,vertical_projection,East & West,,2.1,30,0.4966,47
C17,vertical_projection,East & West,,2.1,40,0.4670,47
C17,vertical_projection,East & West,,2.1,50,0.4221,47
C17,vertical_projection,East & West,,2.2,0,0.7036,47
C17,vertical_projection,East & West,,2.2,10,0.6076,47
C17,vertical_projection,East & West,,2.2,20,0.5362,47
C17,vertical_projection,East & West,,2.2,30,0.4950,47
C17,vertical_projection,East & West,,2.2,40,0.4641,47
C17,vertical_projection,East & West,,2.2,50,0.4185,47
C17,vertical_projection,East & West,,2.3,0,0.7019,47
C17,vertical_projection,East & West,,2.3,10,0.5987,47
C17,vertical_projection,East & West,,2.3,20,0.5232,47
C17,vertical_projection,East & West,,2.3,30,0.4934,47
C17,vertical_projection,East & West,,2.3,40,0.4611,47
C17,vertical_projection,East & West,,2.3,50,0.4158,47
C17,vertical_projection,East & West,,2.4,0,0.7007,47
C17,vertical_projection,East & West,,2.4,10,0.5897,47
C17,vertical_projection,East & West,,2.4,20,0.5101,47
C17,vertical_projection,East & West,,2.4,30,0.4918,47
C17,vertical_projection,East & West,,2.4,40,0.4581,47
C17,vertical_projection,East & West,,2.4,50,0.4145,47
C17,vertical_projection,East & West,,2.5,0,0.6999,47
C17,vertical_projection,East & West,,2.5,10,0.5808,47
C17,vertical_projection,East & West,,2.5,20,0.4971,47
C17,vertical_projection,East & West,,2.5,30,0.4902,47
C17,vertical_projection,East & West,,2.5,40,0.4551,47
C17,vertical_projection,East & West,,2.5,50,0.4132,47
C17,vertical_projection,East & West,,2.6,0,0.6990,47
C17,vertical_projection,East & West,,2.6,10,0.5718,47
C17,vertical_projection,East & West,,2.6,20,0.4849,47
C17,vertical_projection,East & West,,2.6,30,0.4886,47
C17,vertical_projection,East & West,,2.6,40,0.4521,47
C17,vertical_projection,East & West,,2.6,50,0.4119,47
C17,vertical_projection,East & West,,2.7,0,0.6982,47
C17,vertical_projection,East & West,,2.7,10,0.5629,47
C17,vertical_projection,East & West,,2.7,20,0.4747,47
C17,vertical_projection,East & West,,2.7,30,0.4870,47
C17,vertical_projection,East & West,,2.7,40,0.4491,47
C17,vertical_projection,East & West,,2.7,50,0.4105,47
C17,vertical_projection,East & West,,2.8,0,0.6974,47
C17,vertical_projection,East & West,,2.8,10,0.5539,47
C17,vertical_projection,East & West,,2.8,20,0.4668,47
C17,vertical_projection,East & West,,2.8,30,0.4859,47
C17,vertical_projection,East & West,,2.8,40,0.4461,47
C17,vertical_projection,East & West,,2.8,50,0.4092,47
C17,vertical_projection,East & West,,2.9,0,0.6965,47
C17,vertical_projection,East & West,,2.9,10,0.5450,47
C17,vertical_projection,East & West,,2.9,20,0.4616,47
C17,vertical_projection,East & West,,2.9,30,0.4850,47
C17,vertical_projection,East & West,,2.9,40,0.4431,47
C17,vertical_projection,East & West,,2.9,50,0.4082,47
C17,vertical_projection,East & West,,3.0,0,0.6957,47
C17,vertical_projection,East & West,,3.0,10,0.5360,47
C17,vertical_projection,East & West,,3.0,20,0.4591,47
C17,vertical_projection,East & West,,3.0,30,0.4841,47
C17,vertical_projection,East & West,,3.0,40,0.4401,47
C17,vertical_projection,East & West,,3.0,50,0.4080,47
C18,vertical_projection,North-East & North-West,,0.1,0,0.9517,48
C18,vertical_projection,North-East & North-West,,0.1,10,0.9445,48
C18,vertical_projection,North-East & North-West,,0.1,20,0.9389,48
C18,vertical_projection,North-East & North-West,,0.1,30,0.9346,48
C18,vertical_projection,North-East & North-West,,0.1,40,0.9317,48
C18,vertical_projection,North-East & North-West,,0.1,50,0.9314,48
C18,vertical_projection,North-East & North-West,,0.2,0,0.9074,48
C18,vertical_projection,North-East & North-West,,0.2,10,0.8931,48
C18,vertical_projection,North-East & North-West,,0.2,20,0.8819,48
C18,vertical_projection,North-East & North-West,,0.2,30,0.8729,48
C18,vertical_projection,North-East & North-West,,0.2,40,0.8670,48
C18,vertical_projection,North-East & North-West,,0.2,50,0.8650,48
C18,vertical_projection,North-East & North-West,,0.3,0,0.8646,48
C18,vertical_projection,North-East & North-West,,0.3,10,0.8436,48
C18,vertical_projection,North-East & North-West,,0.3,20,0.8268,48
C18,vertical_projection,North-East & North-West,,0.3,30,0.8131,48
C18,vertical_projection,North-East & North-West,,0.3,40,0.8036,48
C18,vertical_projection,North-East & North-West,,0.3,50,0.8005,48
C18,vertical_projection,North-East & North-West,,0.4,0,0.8262,48
C18,vertical_projection,North-East & North-West,,0.4,10,0.7991,48
C18,vertical_projection,North-East & North-West,,0.4,20,0.7770,48
C18,vertical_projection,North-East & North-West,,0.4,30,0.7585,48
C18,vertical_projection,North-East & North-West,,0.4,40,0.7449,48
C18,vertical_projection,North-East & North-West,,0.4,50,0.7381,48
C18,vertical_projection,North-East & North-West,,0.5,0,0.7912,48
C18,vertical_projection,North-East & North-West,,0.5,10,0.7573,48
C18,vertical_projection,North-East & North-West,,0.5,20,0.7297,48
C18,vertical_projection,North-East & North-West,,0.5,30,0.7066,48
C18,vertical_projection,North-East & North-West,,0.5,40,0.6895,48
C18,vertical_projection,North-East & North-West,,0.5,50,0.6809,48
C18,vertical_projection,North-East & North-West,,0.6,0,0.7562,48
C18,vertical_projection,North-East & North-West,,0.6,10,0.7155,48
C18,vertical_projection,North-East & North-West,,0.6,20,0.6824,48
C18,vertical_projection,North-East & North-West,,0.6,30,0.6546,48
C18,vertical_projection,North-East & North-West,,0.6,40,0.6342,48
C18,vertical_projection,North-East & North-West,,0.6,50,0.6239,48
C18,vertical_projection,North-East & North-West,,0.7,0,0.7230,48
C18,vertical_projection,North-East & North-West,,0.7,10,0.6740,48
C18,vertical_projection,North-East & North-West,,0.7,20,0.6356,48
C18,vertical_projection,North-East & North-West,,0.7,30,0.6043,48
C18,vertical_projection,North-East & North-West,,0.7,40,0.5832,48
C18,vertical_projection,North-East & North-West,,0.7,50,0.5701,48
C18,vertical_projection,North-East & North-West,,0.8,0,0.6899,48
C18,vertical_projection,North-East & North-West,,0.8,10,0.6352,48
C18,vertical_projection,North-East & North-West,,0.8,20,0.6038,48
C18,vertical_projection,North-East & North-West,,0.8,30,0.5836,48
C18,vertical_projection,North-East & North-West,,0.8,40,0.5643,48
C18,vertical_projection,North-East & North-West,,0.8,50,0.5493,48
C18,vertical_projection,North-East & North-West,,0.9,0,0.6575,48
C18,vertical_projection,North-East & North-West,,0.9,10,0.6158,48
C18,vertical_projection,North-East & North-West,,0.9,20,0.5921,48
C18,vertical_projection,North-East & North-West,,0.9,30,0.5683,48
C18,vertical_projection,North-East & North-West,,0.9,40,0.5465,48
C18,vertical_projection,North-East & North-West,,0.9,50,0.5296,48
C18,vertical_projection,North-East & North-West,,1.0,0,0.6359,48
C18,vertical_projection,North-East & North-West,,1.0,10,0.6069,48
C18,vertical_projection,North-East & North-West,,1.0,20,0.5806,48
C18,vertical_projection,North-East & North-West,,1.0,30,0.5530,48
C18,vertical_projection,North-East & North-West,,1.0,40,0.5288,48
C18,vertical_projection,North-East & North-West,,1.0,50,0.5104,48
C18,vertical_projection,North-East & North-West,,1.1,0,0.6300,48
C18,vertical_projection,North-East & North-West,,1.1,10,0.5981,48
C18,vertical_projection,North-East & North-West,,1.1,20,0.5691,48
C18,vertical_projection,North-East & North-West,,1.1,30,0.5380,48
C18,vertical_projection,North-East & North-West,,1.1,40,0.5125,48
C18,vertical_projection,North-East & North-West,,1.1,50,0.5005,48
C18,vertical_projection,North-East & North-West,,1.2,0,0.6240,48
C18,vertical_projection,North-East & North-West,,1.2,10,0.5892,48
C18,vertical_projection,North-East & North-West,,1.2,20,0.5576,48
C18,vertical_projection,North-East & North-West,,1.2,30,0.5241,48
C18,vertical_projection,North-East & North-West,,1.2,40,0.5038,48
C18,vertical_projection,North-East & North-West,,1.2,50,0.4958,48
C18,vertical_projection,North-East & North-West,,1.3,0,0.6181,48
C18,vertical_projection,North-East & North-West,,1.3,10,0.5803,48
C18,vertical_projection,North-East & North-West,,1.3,20,0.5461,48
C18,vertical_projection,North-East & North-West,,1.3,30,0.5146,48
C18,vertical_projection,North-East & North-West,,1.3,40,0.4984,48
C18,vertical_projection,North-East & North-West,,1.3,50,0.4915,48
C18,vertical_projection,North-East & North-West,,1.4,0,0.6121,48
C18,vertical_projection,North-East & North-West,,1.4,10,0.5715,48
C18,vertical_projection,North-East & North-West,,1.4,20,0.5348,48
C18,vertical_projection,North-East & North-West,,1.4,30,0.5091,48
C18,vertical_projection,North-East & North-West,,1.4,40,0.4946,48
C18,vertical_projection,North-East & North-West,,1.4,50,0.4898,48
C18,vertical_projection,North-East & North-West,,1.5,0,0.6061,48
C18,vertical_projection,North-East & North-West,,1.5,10,0.5626,48
C18,vertical_projection,North-East & North-West,,1.5,20,0.5257,48
C18,vertical_projection,North-East & North-West,,1.5,30,0.5050,48
C18,vertical_projection,North-East & North-West,,1.5,40,0.4908,48
C18,vertical_projection,North-East & North-West,,1.5,50,0.4884,48
C18,vertical_projection,North-East & North-West,,1.6,0,0.6002,48
C18,vertical_projection,North-East & North-West,,1.6,10,0.5537,48
C18,vertical_projection,North-East & North-West,,1.6,20,0.5201,48
C18,vertical_projection,North-East & North-West,,1.6,30,0.5028,48
C18,vertical_projection,North-East & North-West,,1.6,40,0.4881,48
C18,vertical_projection,North-East & North-West,,1.6,50,0.4869,48
C18,vertical_projection,North-East & North-West,,1.7,0,0.5942,48
C18,vertical_projection,North-East & North-West,,1.7,10,0.5449,48
C18,vertical_projection,North-East & North-West,,1.7,20,0.5161,48
C18,vertical_projection,North-East & North-West,,1.7,30,0.5006,48
C18,vertical_projection,North-East & North-West,,1.7,40,0.4874,48
C18,vertical_projection,North-East & North-West,,1.7,50,0.4854,48
C18,vertical_projection,North-East & North-West,,1.8,0,0.5883,48
C18,vertical_projection,North-East & North-West,,1.8,10,0.5365,48
C18,vertical_projection,North-East & North-West,,1.8,20,0.5120,48
C18,vertical_projection,North-East & North-West,,1.8,30,0.4985,48
C18,vertical_projection,North-East & North-West,,1.8,40,0.4867,48
C18,vertical_projection,North-East & North-West,,1.8,50,0.4840,48
C18,vertical_projection,North-East & North-West,,1.9,0,0.5823,48
C18,vertical_projection,North-East & North-West,,1.9,10,0.5291,48
C18,vertical_projection,North-East & North-West,,1.9,20,0.5094,48
C18,vertical_projection,North-East & North-West,,1.9,30,0.4963,48
C18,vertical_projection,North-East & North-West,,1.9,40,0.4860,48
C18,vertical_projection,North-East & North-West,,1.9,50,0.4825,48
C18,vertical_projection,North-East & North-West,,2.0,0,0.5763,48
C18,vertical_projection,North-East & North-West,,2.0,10,0.5235,48
C18,vertical_projection,North-East & North-West,,2.0,20,0.5079,48
C18,vertical_projection,North-East & North-West,,2.0,30,0.4941,48
C18,vertical_projection,North-East & North-West,,2.0,40,0.4853,48
C18,vertical_projection,North-East & North-West,,2.0,50,0.4811,48
C18,vertical_projection,North-East & North-West,,2.1,0,0.5704,48
C18,vertical_projection,North-East & North-West,,2.1,10,0.5198,48
C18,vertical_projection,North-East & North-West,,2.1,20,0.5064,48
C18,vertical_projection,North-East & North-West,,2.1,30,0.4939,48
C18,vertical_projection,North-East & North-West,,2.1,40,0.4846,48
C18,vertical_projection,North-East & North-West,,2.1,50,0.4798,48
C18,vertical_projection,North-East & North-West,,2.2,0,0.5644,48
C18,vertical_projection,North-East & North-West,,2.2,10,0.5166,48
C18,vertical_projection,North-East & North-West,,2.2,20,0.5050,48
C18,vertical_projection,North-East & North-West,,2.2,30,0.4936,48
C18,vertical_projection,North-East & North-West,,2.2,40,0.4839,48
C18,vertical_projection,North-East & North-West,,2.2,50,0.4795,48
C18,vertical_projection,North-East & North-West,,2.3,0,0.5590,48
C18,vertical_projection,North-East & North-West,,2.3,10,0.5135,48
C18,vertical_projection,North-East & North-West,,2.3,20,0.5035,48
C18,vertical_projection,North-East & North-West,,2.3,30,0.4933,48
C18,vertical_projection,North-East & North-West,,2.3,40,0.4831,48
C18,vertical_projection,North-East & North-West,,2.3,50,0.4791,48
C18,vertical_projection,North-East & North-West,,2.4,0,0.5541,48
C18,vertical_projection,North-East & North-West,,2.4,10,0.5104,48
C18,vertical_projection,North-East & North-West,,2.4,20,0.5020,48
C18,vertical_projection,North-East & North-West,,2.4,30,0.4931,48
C18,vertical_projection,North-East & North-West,,2.4,40,0.4824,48
C18,vertical_projection,North-East & North-West,,2.4,50,0.4788,48
C18,vertical_projection,North-East & North-West,,2.5,0,0.5494,48
C18,vertical_projection,North-East & North-West,,2.5,10,0.5073,48
C18,vertical_projection,North-East & North-West,,2.5,20,0.5005,48
C18,vertical_projection,North-East & North-West,,2.5,30,0.4928,48
C18,vertical_projection,North-East & North-West,,2.5,40,0.4817,48
C18,vertical_projection,North-East & North-West,,2.5,50,0.4785,48
C18,vertical_projection,North-East & North-West,,2.6,0,0.5452,48
C18,vertical_projection,North-East & North-West,,2.6,10,0.5042,48
C18,vertical_projection,North-East & North-West,,2.6,20,0.4991,48
C18,vertical_projection,North-East & North-West,,2.6,30,0.4925,48
C18,vertical_projection,North-East & North-West,,2.6,40,0.4810,48
C18,vertical_projection,North-East & North-West,,2.6,50,0.4781,48
C18,vertical_projection,North-East & North-West,,2.7,0,0.5410,48
C18,vertical_projection,North-East & North-West,,2.7,10,0.5027,48
C18,vertical_projection,North-East & North-West,,2.7,20,0.4976,48
C18,vertical_projection,North-East & North-West,,2.7,30,0.4923,48
C18,vertical_projection,North-East & North-West,,2.7,40,0.4803,48
C18,vertical_projection,North-East & North-West,,2.7,50,0.4778,48
C18,vertical_projection,North-East & North-West,,2.8,0,0.5376,48
C18,vertical_projection,North-East & North-West,,2.8,10,0.5014,48
C18,vertical_projection,North-East & North-West,,2.8,20,0.4961,48
C18,vertical_projection,North-East & North-West,,2.8,30,0.4920,48
C18,vertical_projection,North-East & North-West,,2.8,40,0.4796,48
C18,vertical_projection,North-East & North-West,,2.8,50,0.4775,48
C18,vertical_projection,North-East & North-West,,2.9,0,0.5349,48
C18,vertical_projection,North-East & North-West,,2.9,10,0.5002,48
C18,vertical_projection,North-East & North-West,,2.9,20,0.4946,48
C18,vertical_projection,North-East & North-West,,2.9,30,0.4917,48
C18,vertical_projection,North-East & North-West,,2.9,40,0.4788,48
C18,vertical_projection,North-East & North-West,,2.9,50,0.4772,48
C18,vertical_projection,North-East & North-West,,3.0,0,0.5323,48
C18,vertical_projection,North-East & North-West,,3.0,10,0.4989,48
C18,vertical_projection,North-East & North-West,,3.0,20,0.4941,48
C18,vertical_projection,North-East & North-West,,3.0,30,0.4914,48
C18,vertical_projection,North-East & North-West,,3.0,40,0.4781,48
C18,vertical_projection,North-East & North-West,,3.0,50,0.4768,48
C19,vertical_projection,South-East & South-West,,0.1,0,0.9528,49
C19,vertical_projection,South-East & South-West,,0.1,10,0.9457,49
C19,vertical_projection,South-East & South-West,,0.1,20,0.9396,49
C19,vertical_projection,South-East & South-West,,0.1,30,0.9351,49
C19,vertical_projection,South-East & South-West,,0.1,40,0.9317,49
C19,vertical_projection,South-East & South-West,,0.1,50,0.9304,49
C19,vertical_projection,South-East & South-West,,0.2,0,0.9081,49
C19,vertical_projection,South-East & South-West,,0.2,10,0.8938,49
C19,vertical_projection,South-East & South-West,,0.2,20,0.8815,49
C19,vertical_projection,South-East & South-West,,0.2,30,0.8724,49
C19,vertical_projection,South-East & South-West,,0.2,40,0.8654,49
C19,vertical_projection,South-East & South-West,,0.2,50,0.8624,49
C19,vertical_projection,South-East & South-West,,0.3,0,0.8650,49
C19,vertical_projection,South-East & South-West,,0.3,10,0.8437,49
C19,vertical_projection,South-East & South-West,,0.3,20,0.8253,49
C19,vertical_projection,South-East & South-West,,0.3,30,0.8113,49
C19,vertical_projection,South-East & South-West,,0.3,40,0.8005,49
C19,vertical_projection,South-East & South-West,,0.3,50,0.7955,49
C19,vertical_projection,South-East & South-West,,0.4,0,0.8257,49
C19,vertical_projection,South-East & South-West,,0.4,10,0.7988,49
C19,vertical_projection,South-East & South-West,,0.4,20,0.7746,49
C19,vertical_projection,South-East & South-West,,0.4,30,0.7555,49
C19,vertical_projection,South-East & South-West,,0.4,40,0.7395,49
C19,vertical_projection,South-East & South-West,,0.4,50,0.7307,49
C19,vertical_projection,South-East & South-West,,0.5,0,0.7907,49
C19,vertical_projection,South-East & South-West,,0.5,10,0.7570,49
C19,vertical_projection,South-East & South-West,,0.5,20,0.7269,49
C19,vertical_projection,South-East & South-West,,0.5,30,0.7029,49
C19,vertical_projection,South-East & South-West,,0.5,40,0.6829,49
C19,vertical_projection,South-East & South-West,,0.5,50,0.6715,49
C19,vertical_projection,South-East & South-West,,0.6,0,0.7561,49
C19,vertical_projection,South-East & South-West,,0.6,10,0.7153,49
C19,vertical_projection,South-East & South-West,,0.6,20,0.6791,49
C19,vertical_projection,South-East & South-West,,0.6,30,0.6504,49
C19,vertical_projection,South-East & South-West,,0.6,40,0.6264,49
C19,vertical_projection,South-East & South-West,,0.6,50,0.6127,49
C19,vertical_projection,South-East & South-West,,0.7,0,0.7229,49
C19,vertical_projection,South-East & South-West,,0.7,10,0.6743,49
C19,vertical_projection,South-East & South-West,,0.7,20,0.6313,49
C19,vertical_projection,South-East & South-West,,0.7,30,0.5978,49
C19,vertical_projection,South-East & South-West,,0.7,40,0.5698,49
C19,vertical_projection,South-East & South-West,,0.7,50,0.5539,49
C19,vertical_projection,South-East & South-West,,0.8,0,0.6897,49
C19,vertical_projection,South-East & South-West,,0.8,10,0.6342,49
C19,vertical_projection,South-East & South-West,,0.8,20,0.5861,49
C19,vertical_projection,South-East & South-West,,0.8,30,0.5629,49
C19,vertical_projection,South-East & South-West,,0.8,40,0.5412,49
C19,vertical_projection,South-East & South-West,,0.8,50,0.5242,49
C19,vertical_projection,South-East & South-West,,0.9,0,0.6565,49
C19,vertical_projection,South-East & South-West,,0.9,10,0.5987,49
C19,vertical_projection,South-East & South-West,,0.9,20,0.5700,49
C19,vertical_projection,South-East & South-West,,0.9,30,0.5474,49
C19,vertical_projection,South-East & South-West,,0.9,40,0.5235,49
C19,vertical_projection,South-East & South-West,,0.9,50,0.5045,49
C19,vertical_projection,South-East & South-West,,1.0,0,0.6233,49
C19,vertical_projection,South-East & South-West,,1.0,10,0.5863,49
C19,vertical_projection,South-East & South-West,,1.0,20,0.5584,49
C19,vertical_projection,South-East & South-West,,1.0,30,0.5324,49
C19,vertical_projection,South-East & South-West,,1.0,40,0.5059,49
C19,vertical_projection,South-East & South-West,,1.0,50,0.4850,49
C19,vertical_projection,South-East & South-West,,1.1,0,0.6056,49
C19,vertical_projection,South-East & South-West,,1.1,10,0.5771,49
C19,vertical_projection,South-East & South-West,,1.1,20,0.5470,49
C19,vertical_projection,South-East & South-West,,1.1,30,0.5185,49
C19,vertical_projection,South-East & South-West,,1.1,40,0.4894,49
C19,vertical_projection,South-East & South-West,,1.1,50,0.4737,49
C19,vertical_projection,South-East & South-West,,1.2,0,0.5983,49
C19,vertical_projection,South-East & South-West,,1.2,10,0.5685,49
C19,vertical_projection,South-East & South-West,,1.2,20,0.5357,49
C19,vertical_projection,South-East & South-West,,1.2,30,0.5046,49
C19,vertical_projection,South-East & South-West,,1.2,40,0.4792,49
C19,vertical_projection,South-East & South-West,,1.2,50,0.4670,49
C19,vertical_projection,South-East & South-West,,1.3,0,0.5915,49
C19,vertical_projection,South-East & South-West,,1.3,10,0.5599,49
C19,vertical_projection,South-East & South-West,,1.3,20,0.5244,49
C19,vertical_projection,South-East & South-West,,1.3,30,0.4946,49
C19,vertical_projection,South-East & South-West,,1.3,40,0.4717,49
C19,vertical_projection,South-East & South-West,,1.3,50,0.4627,49
C19,vertical_projection,South-East & South-West,,1.4,0,0.5853,49
C19,vertical_projection,South-East & South-West,,1.4,10,0.5513,49
C19,vertical_projection,South-East & South-West,,1.4,20,0.5130,49
C19,vertical_projection,South-East & South-West,,1.4,30,0.4882,49
C19,vertical_projection,South-East & South-West,,1.4,40,0.4677,49
C19,vertical_projection,South-East & South-West,,1.4,50,0.4586,49
C19,vertical_projection,South-East & South-West,,1.5,0,0.5791,49
C19,vertical_projection,South-East & South-West,,1.5,10,0.5427,49
C19,vertical_projection,South-East & South-West,,1.5,20,0.5037,49
C19,vertical_projection,South-East & South-West,,1.5,30,0.4831,49
C19,vertical_projection,South-East & South-West,,1.5,40,0.4642,49
C19,vertical_projection,South-East & South-West,,1.5,50,0.4572,49
C19,vertical_projection,South-East & South-West,,1.6,0,0.5730,49
C19,vertical_projection,South-East & South-West,,1.6,10,0.5341,49
C19,vertical_projection,South-East & South-West,,1.6,20,0.4966,49
C19,vertical_projection,South-East & South-West,,1.6,30,0.4790,49
C19,vertical_projection,South-East & South-West,,1.6,40,0.4612,49
C19,vertical_projection,South-East & South-West,,1.6,50,0.4557,49
C19,vertical_projection,South-East & South-West,,1.7,0,0.5668,49
C19,vertical_projection,South-East & South-West,,1.7,10,0.5255,49
C19,vertical_projection,South-East & South-West,,1.7,20,0.4915,49
C19,vertical_projection,South-East & South-West,,1.7,30,0.4771,49
C19,vertical_projection,South-East & South-West,,1.7,40,0.4583,49
C19,vertical_projection,South-East & South-West,,1.7,50,0.4543,49
C19,vertical_projection,South-East & South-West,,1.8,0,0.5606,49
C19,vertical_projection,South-East & South-West,,1.8,10,0.5169,49
C19,vertical_projection,South-East & South-West,,1.8,20,0.4876,49
C19,vertical_projection,South-East & South-West,,1.8,30,0.4752,49
C19,vertical_projection,South-East & South-West,,1.8,40,0.4577,49
C19,vertical_projection,South-East & South-West,,1.8,50,0.4528,49
